DateTime,Entries,UniqueIPs
1466204675,8,8
1466255123,7,7
1466265877,8,8
1466269482,7,7
1466273098,8,8
1466294935,7,7
1466298514,6,6
1466302206,7,7
1466316348,6,6
1466323475,7,7
1466327074,8,8
1466330709,7,7
1466334315,8,8
1466366704,7,7
1466373901,7,7
1466377478,8,8
1466409889,7,7
1466413514,8,8
1466442314,7,7
1466467645,7,7
1466481985,7,7
1466489086,8,8
1466525092,7,7
1466528672,8,8
1466543123,7,7
1466550331,8,8
1466564672,7,7
1466568324,8,8
1466571909,7,7
1466575523,8,8
1466582687,7,7
1466589929,8,8
1466622316,7,7
1466625893,6,6
1466640330,7,7
1466643894,8,8
1466651075,7,7
1466669109,7,7
1466697912,6,6
1466705072,7,7
1466712293,8,8
1466726644,6,6
1466730330,8,8
1466751886,7,7
1466755541,6,6
1466759077,7,7
1466766289,7,7
1466769948,8,8
1466773465,7,7
1466780685,8,8
1466795101,6,6
1466798655,7,7
1466809483,8,8
1466845470,7,7
1466849121,6,6
1466852687,8,8
1466867090,6,6
1466877877,7,7
1466885134,8,8
1466892298,7,7
1466913889,8,8
1466928321,7,7
1466935477,8,8
1466960702,7,7
1466964415,8,8
1466975108,7,7
1466978781,6,6
1466982311,8,8
1466989532,7,7
1466996668,7,7
1467003876,8,8
1467029084,7,7
1467032696,8,8
1467097501,7,7
1467104699,6,6
1467108317,8,8
1467122719,7,7
1467144274,6,6
1467147926,8,8
1467158694,7,7
1467162295,8,8
1467183873,7,7
1467187475,8,8
1467219908,7,7
1467223530,6,6
1467227073,7,7
1467230689,6,6
1467237941,7,7
1467252318,8,8
1467284721,7,7
1467288320,6,6
1467291875,8,8
1467324314,7,7
1467342283,8,8
1467356675,7,7
1467360267,8,8
1467374693,7,7
1467378264,6,6
1467381885,8,8
1467407116,7,7
1467417890,8,8
1467428653,7,7
1467435903,6,6
1467439516,7,7
1467443102,6,6
1467446673,7,7
1467453924,8,8
1467464726,7,7
1467468298,8,8
1467475492,7,7
1467482711,8,8
1467486331,7,7
1467489875,8,8
1467504398,7,7
1467515111,8,8
1467529543,7,7
1467533104,8,8
1467554704,7,7
1467561913,6,6
1467569083,7,7
1467583530,8,8
1467608703,7,7
1467612354,8,8
1467615887,7,7
1467623086,8,8
1467655545,7,7
1467662693,8,8
1467666256,7,7
1467677032,6,6
1467687897,7,7
1467691477,8,8
1467702314,7,7
1467709467,8,8
1467727499,7,7
1467741945,8,8
1467752685,7,7
1467756412,8,8
1467767149,7,7
1467770953,6,6
1467778007,7,7
1467785100,8,8
1467817474,7,7
1467831916,8,8
1467835504,7,7
1467839087,8,8
1467849898,7,7
1467857242,7,7
1467871471,5,5
1467875125,7,7
1467885884,8,8
1467889483,7,7
1467893072,8,8
1467900284,7,7
1467903886,6,6
1467907501,5,5
1467954414,6,6
1467972296,5,5
1467983076,6,6
1467997516,5,5
1468015497,6,6
1468033538,7,7
1468076806,6,6
1468087493,7,7
1468105565,6,6
1468109098,7,7
1468148676,6,6
1468152334,7,7
1468195527,6,6
1468206323,7,7
1468271193,6,6
1468274771,7,7
1468281904,6,6
1468292690,7,7
1468328669,6,6
1468332272,7,7
1468353930,6,6
1468379063,7,7
1468397152,6,6
1468400689,7,7
1468429480,5,5
1468433196,6,6
1468436687,7,7
1468476320,6,6
1468497884,7,7
1468512287,6,6
1468530291,5,5
1468533966,6,6
1468573697,5,5
1468577294,4,4
1468584470,3,3
1468588131,3,3
1468595308,4,4
1468602286,5,5
1468605889,6,6
1468616684,7,7
1468631106,6,6
1468634917,5,5
1468649095,6,6
1468659895,7,7
1468674289,6,6
1468677893,7,7
1468710337,6,6
1468713916,7,7
1468767896,6,6
1468778686,5,5
1468782257,6,6
1468789458,7,7
1468836272,6,6
1468839896,7,7
1468854278,6,6
1468868698,7,7
1468883131,6,6
1468897557,7,7
1468929882,6,6
1468951463,7,7
1468969498,6,6
1469001898,7,7
1469016276,6,6
1469048692,7,7
1469099082,6,6
1469120694,7,7
1469127876,6,6
1469135070,7,7
1469217884,6,6
1469221521,7,7
1469271871,6,6
1469275576,7,7
1469311577,6,6
1469315086,7,7
1469329487,6,6
1469336779,7,7
1469351076,6,6
1469354742,7,7
1469387092,7,7
1469397996,8,8
1469405096,7,7
1469408682,8,8
1469444681,7,7
1469466344,8,8
1469498813,7,7
1469502287,8,8
1469505929,7,7
1469513101,8,8
1469523882,7,7
1469531088,8,8
1469563549,7,7
1469570712,8,8
1469664289,7,7
1469689476,8,8
1469721916,7,7
1469739888,8,8
1469754452,7,7
1469757958,8,8
1469840777,7,7
1469851504,8,8
1469916358,7,7
1469938030,8,8
1469952353,7,7
1469973901,8,8
1469977481,7,7
1469981122,8,8
1470017173,7,7
1470035093,8,8
1470139488,7,7
1470146690,8,8
1470150273,7,7
1470161139,8,8
1470175590,7,7
1470179059,8,8
1470204260,7,7
1470207873,8,8
1470233102,7,7
1470236716,8,8
1470251103,7,7
1470258279,8,8
1470269147,7,7
1470276445,8,8
1470319470,6,6
1470323131,7,7
1470359122,8,8
1470373521,7,7
1470387884,8,8
1470402271,7,7
1470409526,8,8
1470434690,7,7
1470438337,6,6
1470441945,6,6
1470456279,8,8
1470524733,7,7
1470535546,8,8
1470549863,7,7
1470553474,8,8
1470557078,7,7
1470560681,8,8
1470567880,7,7
1470593059,8,8
1470632808,7,7
1470636265,8,8
1470650651,7,7
1470654273,7,7
1470665112,8,8
1470668708,7,7
1470672380,8,8
1470690258,7,7
1470711884,8,8
1470722655,7,7
1470726265,6,6
1470733457,8,8
1470747908,7,7
1470758674,8,8
1470812680,7,7
1470816317,8,8
1470834300,7,7
1470845092,8,8
1470881193,7,7
1470884664,8,8
1470924277,7,7
1470956659,9,9
1470981920,8,8
1470996291,9,9
1471003542,8,8
1471007090,8,8
1471010677,9,9
1471014284,8,8
1471021472,9,9
1471043067,8,8
1471046722,9,9
1471082739,8,8
1471086268,9,9
1471133077,8,8
1471136676,9,9
1471158285,8,8
1471187055,9,9
1471201466,8,8
1471212406,7,7
1471215846,7,7
1471219599,9,9
1471241098,8,8
1471248304,9,9
1471255466,8,8
1471262741,7,7
1471266335,8,8
1471277103,9,9
1471356289,8,8
1471374274,9,9
1471428322,8,8
1471431841,9,9
1471446359,8,8
1471457067,9,9
1471489479,8,8
1471493147,9,9
1471507519,8,8
1471511065,9,9
1471572276,8,8
1471586658,9,9
1471601137,8,8
1471615514,9,9
1471633479,8,8
1471647873,9,9
1471662282,8,8
1471665876,9,9
1471727076,8,8
1471734281,7,7
1471737912,9,9
1471755881,8,8
1471759515,9,9
1471773867,8,8
1471784685,9,9
1471809903,8,8
1471824306,9,9
1471845851,9,9
1471849484,10,10
1471867519,9,9
1471885486,10,10
1471903473,9,9
1471925133,10,10
1471961097,9,9
1471979113,10,10
1472000650,9,9
1472004419,9,9
1472007872,10,10
1472025886,9,9
1472029516,10,10
1472043856,9,9
1472047592,9,9
1472054670,10,10
1472123119,9,9
1472238271,8,8
1472241876,9,9
1472263647,8,8
1472418265,7,7
1472429106,8,8
1472555115,9,9
1472605545,8,8
1472616513,9,9
1472627061,7,7
1472713466,8,8
1472731488,7,7
1472735144,8,8
1472803483,9,9
1472817878,8,8
1472940254,7,7
1472958340,6,6
1472961980,7,7
1473073448,6,6
1473077067,7,7
1473109472,8,8
1473123884,7,7
1473177866,8,8
1473235470,9,9
1473239054,10,10
1473293149,9,9
1473296678,10,10
1473321869,9,9
1473336265,8,8
1473347060,9,9
1473397536,8,8
1473401089,8,8
1473408286,9,9
1473426281,8,8
1473487535,7,7
1473491082,8,8
1473494709,9,9
1473505462,8,8
1473509082,7,7
1473512644,8,8
1473599068,7,7
1473602664,8,8
1473757464,7,7
1473764683,8,8
1473804327,7,7
1473807886,8,8
1473851062,9,9
1473890732,8,8
1473897901,7,7
1473905204,8,8
1474203879,7,7
1474207464,8,8
1474344689,9,9
1474358914,8,8
1474388791,7,7
1474401847,8,8
1474419846,7,7
1474423692,8,8
1474453024,7,7
1474463766,6,6
1474466982,7,7
1474499048,8,8
1474513960,7,7
1474532187,6,6
1474535402,7,7
1474547235,8,8
1474560553,7,7
1474675713,6,6
1474679080,7,7
1474711565,6,6
1474715313,8,8
1474729808,7,7
1474870045,7,7
1474873717,8,8
1474885512,7,7
1475035907,8,8
1475050271,7,7
1475075066,8,8
1475089456,7,7
1475208313,8,8
1475222644,7,7
1475249112,8,8
1475252708,7,7
1475255214,8,8
1475262374,7,7
1475324730,6,6
1475327309,7,7
1475367220,6,6
1475370691,7,7
1475385090,8,8
1475399216,7,7
1475420959,8,8
1475435155,7,7
1475445930,6,6
1475456924,7,7
1475489502,6,6
1475493026,7,7
1475561355,8,8
1475576708,7,7
1475597036,8,8
1475611436,7,7
1475708643,6,6
1475712228,7,7
